pair,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,comparison_id,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
17,12C,B,2.0,2_12,B,12.0,,,12C,,,869964,870164,200,A,3.0,3_13,A,12.0,,12C,,,,1122234,1122878,644,,Soort- ook een soort spuiker-ish.,,Kind of-also kind of spit-ish.,,,,12C,True,En daar zit ook zo'n pijl op.,,"And there's an arrow like that on it, too.",,,12C,,,True,600,869899.0,870229.0,330.0,1122234.0,1122878.0,644.0,right,right,right
17,02A,B,2.0,2_14,B,2.0,,,02A,,,891060,892140,1080,A,3.0,3_11,A,2.0,,02A,,,,1090068,1090672,604,,"Oké, deze heeft bovenop die piramide.",,"Okay, this one has on top of that pyramid.",,,,02A,True,Dan heb ik er een met een piramide daarop.,,Then I have one with a pyramid on it.,,,02A,,,True,601,891060.0,892140.0,1080.0,1090068.0,1090672.0,604.0,right,right,right
17,11B,A,2.0,2_15,A,11.0,,11B,,,,907250,907850,600,B,3.0,3_6,B,11.0,,,11B,,,1017815,1017975,160,Aan de rechterkant lijkt ook zo'n groot ei gewoon eraan te kleven.,,"On the right side, there also seems to be one of those big eggs just sticking to it.",,,11B,,,True,,Deze heeft rechts dat ei.,,This one has that egg on the right.,,,,11B,True,602,907250.0,907850.0,600.0,1017730.0,1018060.0,330.0,right,right,right
17,11A+11D,A,2.0,2_15,A,11.0,,11A+11D,,,,909794,910054,260,B,5.0,5_16,B,11.0,,,11A+11D,,,1596014,1596274,260,Dan zitten er in,Ja.,Then there are in,Yes.,,11A+11D,,,True,,En dan tw- bovenop twee van die dingetjes.,,And then tw- on top of two of those little things.,,,11A+11D,,True,603,909759.0,910089.0,330.0,1595979.0,1596309.0,330.0,right,left,right_left
17,11A,A,2.0,2_15,A,11.0,,11A,,,,910832,911252,420,B,3.0,3_6,B,11.0,,,11A,,,1022770,1022990,220,,,,,,11A,,,True,,waarvan één een balk,,one of which is a beam,,,,11A,True,604,910832.0,911252.0,420.0,1022715.0,1023045.0,330.0,right,right,right
17,11C,A,2.0,2_15,A,11.0,,11C,,,,916982,917120,138,B,3.0,3_6,B,11.0,,,11C,,,1025722,1026882,1160,"En dan links ook nog iets, ja","Ja, ja, ik heb hem.","And then something on the left as well, yes","Yes, yes, I got it.",,11C,,,True,ja,En links ook nog zo'n uitsteeksel.,yes,And on the left also such a protrusion.,,,11C,,True,605,916886.0,917216.0,330.0,1025722.0,1026882.0,1160.0,right,left,right_left
17,14A,B,2.0,2_16,B,14.0,,,14A,,,923567,923947,380,A,3.0,3_15,A,14.0,,14A,,,,1142302,1142582,280,,"Oké, volgende heeft een ei bovenop.",,"Okay, next one has an egg on top.",,,14A,,True,"Oh ja, heb je dat plaatje met het ei daarop.",,"Oh yes, do you have that picture with the egg on it.",,,14A,,,True,606,923567.0,923947.0,380.0,1142277.0,1142607.0,330.0,right,left,right_left
17,14B,B,2.0,2_16,B,14.0,,,14B,,14D,936410,936790,380,A,3.0,3_15,A,14.0,,14B,,14D,,1144846,1145466,620,,E- en dan nog rechts en links horizontaal een balk eruit steken.,,E- and then another bar sticking out horizontally on the right and left.,,,14D-REP,14B-REP,True,En dan lijkt het dus dat stuur wat dan...,,And so then it seems that steer what then....,,14D,14B,,,True,607,936410.0,936790.0,380.0,1144846.0,1145466.0,620.0,both,both,both
17,14D,B,2.0,2_16,B,14.0,,,14B,,14D,936410,936790,380,A,3.0,3_15,A,14.0,,14B,,14D,,1144846,1145466,620,,E- en dan nog rechts en links horizontaal een balk eruit steken.,,E- and then another bar sticking out horizontally on the right and left.,,,14D-REP,14B-REP,True,En dan lijkt het dus dat stuur wat dan...,,And so then it seems that steer what then....,,14D,14B,,,True,608,936410.0,936790.0,380.0,1144846.0,1145466.0,620.0,both,both,both
17,16A,A,3.0,3_1,A,16.0,,16A,,,,949339,949759,420,B,4.0,4_8,B,16.0,,,16A,,,1321310,1321970,660,Dan heb ik er een met ook een soort lepel erin.,,Then I have one with a kind of spoon in it as well.,,,16A,,,True,,"Oké, deze heeft bovenop weer die lepel.",,"Okay, this one on top has that spoon again.",,,16A,,True,609,949339.0,949759.0,420.0,1321310.0,1321970.0,660.0,right,left,right_left
17,16B,A,3.0,3_1,A,16.0,,16B,,,,963064,963424,360,B,4.0,4_8,B,16.0,,,16B,,,1324723,1324923,200,"zeg maar, die dan van ja klein naar groot zeg maar wordt.",,"say, which then becomes from yes small to large say.",,,16B,,,True,,En dan rechts dat blok wat smal van smal naar breed wordt.,,And then on the right that block which becomes narrow from narrow to wide.,,,16B,,True,610,963064.0,963424.0,360.0,1324658.0,1324988.0,330.0,right,left,right_left
17,13D,B,3.0,3_2,B,13.0,,,13D,,,970560,970920,360,A,4.0,4_15,A,13.0,,13D,,,,1406327,1407068,741,,"Oké, deze heeft- deze staat op dat platte vlak",,"Okay, this one has- this one is on that flat surface",,,13D,13D,True,En die staat op dat grote blauw vlak.,,And it's on that big blue surface.,,,13D,,,True,611,970560.0,970920.0,360.0,1406327.0,1407068.0,741.0,right,both,both
17,13A,B,3.0,3_2,B,13.0,,,13A,,,974182,975313,1131,A,4.0,4_15,A,13.0,,13A,,,,1403229,1404827,1598,,en heeft die aan beide kanten die drie bolletjes.,,And does it have those three dots on both sides.,,,13A,,True,Dan is dit degene met die drie vierkantjes aan allebei de kant.,,Then this is the one with those three squares on both sides.,,13A,,,,True,612,974182.0,975313.0,1131.0,1403229.0,1404827.0,1598.0,left,left,left
17,08E,A,3.0,3_3,A,8.0,,08E,,,,982033,982733,700,B,4.0,4_4,B,8.0,,,08E,,,1223206,1224528,1322,heb je dat staartje,,do you have that tail,,,08E,,,True,,"Ja, dit is dus die ene die ook onder zo'n uitwer- oh, hoe heet het,  uitsteeksel heeft.",,"So, yes, this is the one that also has under such an ejection-oh, what's it called, protrusion.",,,,08E,True,613,982033.0,982733.0,700.0,1223206.0,1224528.0,1322.0,right,right,right
17,05A,B,3.0,3_4,B,5.0,,,05A,,,998663,998903,240,A,4.0,4_1,A,5.0,,05A,,,,1170869,1171223,354,,"Heeft bovenop weer zo'n platte balk, ho- horizontaal liggen.",,"Has on top again such a flat bar, ho- horizontal lying.",,,05A-REP,05A-REP,True,oh ja die ene waarvan de balk boven zeg maar net niet tot de hele diameter in beslag neemt,,oh yes the one whose beam above say just barely takes up the entire diameter,,,05A,,,True,614,998618.0,998948.0,330.0,1170869.0,1171223.0,354.0,right,both,both
17,06A,A,3.0,3_5,A,6.0,,06A,,,,1008829,1009169,340,B,4.0,4_12,B,6.0,,,06A,,,1369031,1370663,1632,oh ja dan heb ik die ene ook met die lepel erin,,oh yes then I also have the one with the spoon in it,,06A,,,,True,,"Oké, hier heb ik weer die ene met die lepel die li- vanuit links erin gestoken is.",,"Okay, here I have the one again with the spoon inserted li- from the left.",,,06A,,True,615,1008829.0,1009169.0,340.0,1369031.0,1370663.0,1632.0,left,left,left
17,06B+06C+06D,A,3.0,3_5,A,6.0,,06B+06C+06D,,,,1010982,1011706,724,B,6.0,6_14,B,6.0,,,06B+06C+06D,,,1724331,1724992,661,en alsof het een g- die gewichtjes van de sportschool zijn,,and like it's a g- those weights from the gym,,06B+06C+06D,06B+06C+06D,,,True,,Dit is die met die gewichtjes,,This is the one with those weights,,,06B+06C+06D,06B+06C+06D,True,616,1010982.0,1011706.0,724.0,1724331.0,1724992.0,661.0,both,both,both
17,11B,B,3.0,3_6,B,11.0,,,11B,,,1017815,1017975,160,A,6.0,6_13,A,11.0,,11B,,,,1710899,1711259,360,,Deze heeft rechts dat ei.,,This one has that egg on the right.,,,,11B,True,Dan is deze met het ei aan de rechterkant,,Then this one with the egg on the right side,,,11B,,,True,617,1017730.0,1018060.0,330.0,1710899.0,1711259.0,360.0,right,right,right
17,11D,B,3.0,3_6,B,11.0,,,11D,,,1023360,1023700,340,A,4.0,4_9,A,11.0,,11D,,,,1343621,1343901,280,,waarvan één een balk,,one of which is a beam,,,11D,,True,en ook een soort ja s- lepel zegmaar daarin.,,And also a kind of yes s- spoon say in it.,,,11D,,,True,618,1023360.0,1023700.0,340.0,1343596.0,1343926.0,330.0,right,left,right_left
17,11C,B,3.0,3_6,B,11.0,,,11C,,,1025722,1026882,1160,A,6.0,6_13,A,11.0,,11C,,,,1717584,1717918,334,ja,En links ook nog zo'n uitsteeksel.,yes,And on the left also such a protrusion.,,,11C,,True,En dan links nog zo'n floep.,Ja.,And then another flop on the left.,Yes.,11C,,,,True,619,1025722.0,1026882.0,1160.0,1717584.0,1717918.0,334.0,left,left,left
17,01A,B,3.0,3_8,B,1.0,,,01A,,,1048057,1048537,480,A,4.0,4_5,A,1.0,,01A,,,,1240643,1240863,220,,Dan heb ik hier die ene met die spijker bovenop.,,Then I have the one here with the nail on top.,,,01A,,True,En dan daarboven een soort...,Ja.,And then above that a kind of...,Yes.,,01A,,,True,620,1048057.0,1048537.0,480.0,1240588.0,1240918.0,330.0,right,left,right_left
17,01B,B,3.0,3_8,B,1.0,,,01B,,,1051827,1052947,1120,A,4.0,4_5,A,1.0,,01B,,,,1237538,1239080,1542,,Een vierkant.,,A square.,,,01B,,True,er één met aan de rechterkant zo'n het plattere vlak.,,one with such a the flatter surface on the right side.,,,01B,,,True,621,1051827.0,1052947.0,1120.0,1237538.0,1239080.0,1542.0,right,left,right_left
17,04B,A,3.0,3_9,A,4.0,,04B,,,,1062017,1063189,1172,B,3.0,3_9,A,4.0,,,04B,,,1068860,1069090,230,"met rechts weer twee van diezelfde symmetrische balkjes, zeg maar.",,"with two more of the same symmetrical bars on the right, so to speak.",,,04B,,,True,,Onder en boven allebei.,,Below and above both.,,,04B,,True,622,1062017.0,1063189.0,1172.0,1068810.0,1069140.0,330.0,right,left,right_left
17,02A,A,3.0,3_11,A,2.0,,02A,,,,1090068,1090672,604,B,4.0,4_14,B,2.0,,,02A,,,1389010,1389700,690,Dan heb ik er een met een piramide daarop.,,Then I have one with a pyramid on it.,,,02A,,,True,,"En deze, dit is weer die met die piramide bovenop.",,"And this one, this is again the one with the pyramid on top.",,,,02A,True,623,1090068.0,1090672.0,604.0,1389010.0,1389700.0,690.0,right,right,right
17,02D,A,3.0,3_11,A,2.0,,02D,,,,1093200,1093456,256,B,4.0,4_14,B,2.0,,,02D,,,1390557,1391099,542,,,,,,02D,,,True,,"Oh ja, en die schroef links.",,"Oh yeah, and that screw on the left.",,,,02D,True,624,1093163.0,1093493.0,330.0,1390557.0,1391099.0,542.0,right,right,right
17,07D,A,3.0,3_12,B,7.0,,07D,,,,1104721,1105401,680,B,3.0,3_12,B,7.0,,,07D,,,1105935,1106155,220,"met dat staartje ook aan het uiteinde, zeg maar, ja",,"with that tail also at the end, say, yes",,,07D,,,True,"met dat staartje ook aan het uiteinde, zeg maar, ja","Ja, lin-","with that tail also at the end, say, yes","Yes, lin-",,,07D,,True,625,1104721.0,1105401.0,680.0,1105880.0,1106210.0,330.0,right,left,right_left
17,12A,A,3.0,3_13,A,12.0,,12A,,,,1115544,1115724,180,B,3.0,3_13,A,12.0,,,12A,,,1118277,1118897,620,aan de rechterkant ook zo'n plat vlak van één centimeter of zo zeg maar.,,on the right side also such a flat surface of one centimeter or so say.,,,12A,,,True,,Rond?,,Round?,,,12A,,True,626,1115469.0,1115799.0,330.0,1118277.0,1118897.0,620.0,right,left,right_left
17,12A,B,3.0,3_13,A,12.0,,,12A,,,1118277,1118897,620,A,3.0,3_13,A,12.0,,12A,12A,,,1118889,1119249,360,,Rond?,,Round?,,,12A,,True,"Ja, rond.",,"Yes, around.",,,12A,12A,,True,627,1118277.0,1118897.0,620.0,1118889.0,1119249.0,360.0,right,left,right_left
17,12A,A,3.0,3_13,A,12.0,,12A,12A,,,1118889,1119249,360,B,4.0,4_2,B,12.0,,,12A,,,1184118,1184398,280,"Ja, rond.",,"Yes, around.",,,12A,12A,,True,,"Oké, dan hebben we weer die ene met dat- met rechts, dus dat platte v-  ronde vlak.",,"Okay, then again we have the one with that- with the right, so that flat v- round plane.",,,,12A,True,628,1118889.0,1119249.0,360.0,1184093.0,1184423.0,330.0,right,both,both
17,12B,A,3.0,3_13,A,12.0,,12B,,,,1121201,1121521,320,B,4.0,4_2,B,12.0,,,12B,,12C,1187215,1187435,220,En dan heeft hij ook links zo'n ding.,,And then he also has one of those on the left.,,,12B,,,True,,En links die twee dingen die in elkaar zitten.,,And left those two things intertwined.,,,12C,12B,True,629,1121196.0,1121526.0,330.0,1187160.0,1187490.0,330.0,right,both,both
17,12C,A,3.0,3_13,A,12.0,,12C,,,,1122234,1122878,644,B,4.0,4_2,B,12.0,,,12B,,12C,1187215,1187435,220,En daar zit ook zo'n pijl op.,,"And there's an arrow like that on it, too.",,,12C,,,True,,En links die twee dingen die in elkaar zitten.,,And left those two things intertwined.,,,12C,12B,True,630,1122234.0,1122878.0,644.0,1187160.0,1187490.0,330.0,right,both,both
17,14A,A,3.0,3_15,A,14.0,,14A,,,,1142302,1142582,280,B,4.0,4_6,B,14.0,,,14A,,,1251109,1251349,240,"Oh ja, heb je dat plaatje met het ei daarop.",,"Oh yes, do you have that picture with the egg on it.",,,14A,,,True,,"Oké, deze heeft dat ei bovenop",,"Okay, this one has that egg on top",,,,14A,True,631,1142277.0,1142607.0,330.0,1251064.0,1251394.0,330.0,right,right,right
17,14B,A,3.0,3_15,A,14.0,,14B,,14D,,1144846,1145466,620,B,4.0,4_6,B,14.0,,,14B,,14D,1252107,1252546,439,En dan lijkt het dus dat stuur wat dan...,,And so then it seems that steer what then....,,14D,14B,,,True,,"en dan dat stuur, weet je wel.",,"And then that steering wheel, you know.",,,14D,14B,True,632,1144846.0,1145466.0,620.0,1252107.0,1252546.0,439.0,both,both,both
17,14D,A,3.0,3_15,A,14.0,,14B,,14D,,1144846,1145466,620,B,4.0,4_6,B,14.0,,,14B,,14D,1252107,1252546,439,En dan lijkt het dus dat stuur wat dan...,,And so then it seems that steer what then....,,14D,14B,,,True,,"en dan dat stuur, weet je wel.",,"And then that steering wheel, you know.",,,14D,14B,True,633,1144846.0,1145466.0,620.0,1252107.0,1252546.0,439.0,both,both,both
17,03C,B,3.0,3_16,B,3.0,,,03C,,,1152974,1154148,1174,A,4.0,4_7,A,3.0,,03C,,,,1265090,1265600,510,,"Oké, deze heeft weer onder zo'n soort staafje",,"Okay, this one again has under that kind of rod",,,,03C,True,Dan heb ik er eentje met zo'n schroef.,,Then I have one with a screw like that.,,,03C,,,True,634,1152974.0,1154148.0,1174.0,1265090.0,1265600.0,510.0,right,right,right
17,03D,B,3.0,3_16,B,3.0,,,03D,,,1154628,1157963,3335,A,4.0,4_7,A,3.0,,03D,,,,1267960,1268876,916,,"en dan zo'n driehoek, weet je wel?",,"And then one of those triangles, you know?",,,,03D,True,En die schroef staat weer in dat driehoek.,,And that screw is again in that triangle.,,,03D,,,True,635,1154628.0,1157963.0,3335.0,1267960.0,1268876.0,916.0,right,right,right
17,03B,B,3.0,3_16,B,3.0,,,03B,,,1159899,1160571,672,A,4.0,4_7,A,3.0,,03B,,,,1270120,1271189,1069,,En dan rechts zo'n blok erop nog.,,And then right such a block on it still.,,,,03B,True,En dan rechtsboven dat vierkant.,,And then that square on the top right.,,,03B,,,True,636,1159899.0,1160571.0,672.0,1270120.0,1271189.0,1069.0,right,right,right
17,05A,A,4.0,4_1,A,5.0,,05A,,,,1170869,1171223,354,B,5.0,5_6,B,5.0,,,05A,,,1484979,1485236,257,oh ja die ene waarvan de balk boven zeg maar net niet tot de hele diameter in beslag neemt,,oh yes the one whose beam above say just barely takes up the entire diameter,,,05A,,,True,,"Oké, dit is weer die ene met dat balkje bovenop horizontaal gelegen",,"Okay, this is again the one with that bar on top horizontally located",,,05A-REP,05A-REP,True,637,1170869.0,1171223.0,354.0,1484942.5,1485272.5,330.0,right,both,both
17,12C,B,4.0,4_2,B,12.0,,,12B,,12C,1187215,1187795,580,A,4.0,4_2,B,12.0,,12C,,,,1208278,1208498,220,,En links die twee dingen die in elkaar zitten.,,And left those two things intertwined.,,,12C,12B,True,"Ja, ja, met die spijker ook weer die in an- dat andere zit, zeg maar.",,"Yes, yes, with that nail again that's in an-that other, so to speak.",,,12C,,,True,638,1187215.0,1187795.0,580.0,1208223.0,1208553.0,330.0,right,both,both
17,12A,B,4.0,4_2,B,12.0,,,12A,,,1200292,1201090,798,A,4.0,4_2,B,12.0,,12A,,,,1201706,1203177,1471,,"Nee, nee, dus rechts heeft hij zo'n rond vlak.",,"No, no, so on the right he has such a round plane.",,,,12A,True,,"Nee, nee, dus rechts heeft hij zo'n rond vlak.",,"No, no, so on the right he has such a round plane.",,12A,,,True,639,1200292.0,1201090.0,798.0,1201706.0,1203177.0,1471.0,right,right,right
17,12A,A,4.0,4_2,B,12.0,,12A,,,,1201706,1203177,1471,B,4.0,4_2,B,12.0,,,12A,,,1203906,1204126,220,,"Nee, nee, dus rechts heeft hij zo'n rond vlak.",,"No, no, so on the right he has such a round plane.",,12A,,,True,,"Waaraan je hem aan zou kunnen vastpakken, waarschijnlijk, soort van.",,"Which you could grab it by, probably, sort of.",,,,12A,True,640,1201706.0,1203177.0,1471.0,1203851.0,1204181.0,330.0,right,right,right
17,12A,B,4.0,4_2,B,12.0,,,12A,,,1203906,1204126,220,A,5.0,5_1,A,12.0,,12A,,,,1428000,1429189,1189,,"Waaraan je hem aan zou kunnen vastpakken, waarschijnlijk, soort van.",,"Which you could grab it by, probably, sort of.",,,,12A,True,Dan heb ik er een hier met dat aan de rechterkant zo'n ronde plak,,Then I have one here with that on the right side such a round slice,,,12A,,,True,641,1203851.0,1204181.0,330.0,1428000.0,1429189.0,1189.0,right,right,right
17,01B,A,4.0,4_5,A,1.0,,01B,,,,1237538,1239080,1542,B,5.0,5_14,B,1.0,,,01B,,,1576136,1577514,1378,er één met aan de rechterkant zo'n het plattere vlak.,,one with such a the flatter surface on the right side.,,,01B,,,True,,en dan rechts dat donkere vierkante vlak.,,and then that dark square area on the right.,,,01B,01B,True,642,1237538.0,1239080.0,1542.0,1576136.0,1577514.0,1378.0,right,both,both
17,01A,A,4.0,4_5,A,1.0,,01A,,,,1240643,1240863,220,B,5.0,5_14,B,1.0,,,01A,,,1573545,1573938,393,En dan daarboven een soort...,Ja.,And then above that a kind of...,Yes.,,01A,,,True,,Dit is weer die ene met die spijker bovenop erin,,This is again the one with the nail on top in it,,,01A,,True,643,1240588.0,1240918.0,330.0,1573545.0,1573938.0,393.0,right,left,right_left
17,01C,A,4.0,4_5,A,1.0,,01C,,,,1243293,1245893,2600,B,5.0,5_14,B,1.0,,,01C,,,1578942,1579741,799,"En dan links ook twee van die blokken die zo kleiner worden,",,"And then on the left also two of those blocks getting smaller like that,",,,01C,,,True,,En links die twee dingetjes.,,And on the left those two dings.,,,01C,,True,644,1243293.0,1245893.0,2600.0,1578942.0,1579741.0,799.0,right,left,right_left
17,03D,A,4.0,4_7,A,3.0,,03D,,,,1267960,1268876,916,B,4.0,4_7,A,3.0,,,03D,,,1299832,1300582,750,En die schroef staat weer in dat driehoek.,,And that screw is again in that triangle.,,,03D,,,True,,Dat je dan daaronder die driehoek ook weer hebt?,,That under that you then have that triangle again as well?,,,,03D,True,645,1267960.0,1268876.0,916.0,1299832.0,1300582.0,750.0,right,right,right
17,03B,A,4.0,4_7,A,3.0,,03B,,,,1270120,1271189,1069,B,4.0,4_7,A,3.0,,,03B,,,1304541,1304861,320,En dan rechtsboven dat vierkant.,,And then that square on the top right.,,,03B,,,True,,"En dan rechts heb je zo'n soort, echt een vierkant blok.",,"And then on the right you have one of those, really a square block.",,,,03B,True,646,1270120.0,1271189.0,1069.0,1304536.0,1304866.0,330.0,right,right,right
17,03C,A,4.0,4_7,A,3.0,,03C,,,,1285235,1286631,1396,B,5.0,5_8,B,3.0,,,03C,,,1510921,1512686,1765,En die schroef ligt op de grond dan.,,And that screw is on the ground then.,,,03C,,,True,,"Oké, dit is weer die ene die dus onder zo'n staart heeft.",,"Okay, this is again the one that has so under such a tail.",,,03C,,True,647,1285235.0,1286631.0,1396.0,1510921.0,1512686.0,1765.0,right,left,right_left
17,16A,B,4.0,4_8,B,16.0,,,16A,,,1321310,1321970,660,A,5.0,5_13,A,16.0,,16A,,,,1557959,1558330,371,,"Oké, deze heeft bovenop weer die lepel.",,"Okay, this one on top has that spoon again.",,,16A,,True,"Dan is dit die, ja die lepelachtig die erin wordt gestoken",,"Then this is the one, yes the spoon-like one that is inserted into it",,,16A-REP,,,True,648,1321310.0,1321970.0,660.0,1557959.0,1558330.0,371.0,right,left,right_left
17,16B,B,4.0,4_8,B,16.0,,,16B,,,1325950,1326390,440,A,5.0,5_13,A,16.0,,16B,,,,1565427,1566710,1283,,En dan rechts dat blok wat smal van smal naar breed wordt.,,And then on the right that block which becomes narrow from narrow to wide.,,,16B,,True,,,,,,16B,,,True,649,1325950.0,1326390.0,440.0,1565427.0,1566710.0,1283.0,right,left,right_left
17,06A,B,4.0,4_12,B,6.0,,,06A,,,1369031,1370663,1632,A,5.0,5_7,A,6.0,,06A,,,,1494391,1494810,419,,"Oké, hier heb ik weer die ene met die lepel die li- vanuit links erin gestoken is.",,"Okay, here I have the one again with the spoon inserted li- from the left.",,,06A,,True,Dan is deze met de lepel van links ingestoken,,Then this one with the spoon inserted from the left,,06A,,,,True,650,1369031.0,1370663.0,1632.0,1494391.0,1494810.0,419.0,left,left,left
17,13A,A,4.0,4_15,A,13.0,,13A,,,,1403241,1404827,1586,B,5.0,5_12,B,13.0,,,13A,,,1551115,1551338,223,Dan is dit degene met die drie vierkantjes aan allebei de kant.,,Then this is the one with those three squares on both sides.,,13A,13A,,,True,,en met die drie keer of twee keer drie vormpjes aan beide kanten.,,And with those three times or two times three shapes on both sides.,,,13A,13A,True,651,1403241.0,1404827.0,1586.0,1551061.5,1551391.5,330.0,both,both,both
17,13D,A,4.0,4_15,A,13.0,,13D,,,,1406327,1407068,741,B,5.0,5_12,B,13.0,,,13D,,,1545389,1546195,806,En die staat op dat grote blauw vlak.,,And it's on that big blue surface.,,,13D,,,True,,"Oké, en dit is die ene met dat platte vlak waar het op staat",,"Okay, and this is the one with the flat surface it's on",,,13D,,True,652,1406327.0,1407068.0,741.0,1545389.0,1546195.0,806.0,right,left,right_left
17,04B,B,4.0,4_16,B,4.0,,,04B,,,1418102,1418725,623,A,5.0,5_15,A,4.0,,04B,,,,1587343,1587964,621,,"En dan rechts die twee balkjes, onder andere.",,"And then on the right those two bars, among other things.",,,04B,,True,,,,,,04B,,,True,653,1418102.0,1418725.0,623.0,1587343.0,1587964.0,621.0,right,left,right_left
17,12A,A,5.0,5_1,A,12.0,,12A,,,,1428000,1429189,1189,B,6.0,6_8,B,12.0,,,12A,,,1669964,1671021,1057,Dan heb ik er een hier met dat aan de rechterkant zo'n ronde plak,,Then I have one here with that on the right side such a round slice,,,12A,,,True,,Dit is die ene die rechts dat ronde platte vlak heeft,,This is the one on the right that has that round flat surface,,,,12A,True,654,1428000.0,1429189.0,1189.0,1669964.0,1671021.0,1057.0,right,right,right
17,05A,B,5.0,5_6,B,5.0,,,05A,,,1487489,1487996,507,A,6.0,6_9,A,5.0,,05A,,,,1678858,1679418,560,,en dan die bijna even lang is als het vormpje.,,and then the one that is almost as long as the mold.,,,05A,05A,True,"O, dit is die ene waar bovenop een balk ligt",,"Oh, this is the one on top of which is a beam",,05A-REP,,,,True,655,1487489.0,1487996.0,507.0,1678858.0,1679418.0,560.0,left,both,both
17,06A,A,5.0,5_7,A,6.0,,06A,,,,1494391,1494810,419,B,6.0,6_14,B,6.0,,,06A,,,1725372,1726085,713,Dan is deze met de lepel van links ingestoken,,Then this one with the spoon inserted from the left,,06A,,,,True,Oh ja.,en dat uitstekende ding.,Oh yes.,And that excellent thing.,,,06A,,True,656,1494391.0,1494810.0,419.0,1725372.0,1726085.0,713.0,left,left,left
17,03C,B,5.0,5_8,B,3.0,,,03C,,,1510921,1512686,1765,A,6.0,6_7,A,3.0,,03C,,,,1659787,1660501,714,,"Oké, dit is weer die ene die dus onder zo'n staart heeft.",,"Okay, this is again the one that has so under such a tail.",,,03C,,True,ja die zeg maar dus omhoog wordt ge- vastgehouden door dus die schroef,,yes that say so up is held up by so that screw,,03C,03C,,,True,657,1510921.0,1512686.0,1765.0,1659787.0,1660501.0,714.0,both,left,both
17,03D,B,5.0,5_8,B,3.0,,,03D,,,1513157,1516641,3484,A,6.0,6_7,A,3.0,,03D,,,,1660701,1661661,960,,"Met zo'n driehoek eronder z- nog weer, zeg maar.",,"With such a triangle under it z- yet again, so to speak.",,,,03D,True,en die dat driehoek helemaal beneden zeg maar.,,And that that triangle all the way down say.,,03D,03D,,,True,658,1513157.0,1516641.0,3484.0,1660701.0,1661661.0,960.0,both,right,both
17,16A,A,5.0,5_13,A,16.0,,16A,,,,1557959,1558330,371,B,6.0,6_12,B,16.0,,,16A,,,1699801,1700089,288,"Dan is dit die, ja die lepelachtig die erin wordt gestoken",,"Then this is the one, yes the spoon-like one that is inserted into it",,,16A-REP,,,True,,Dit is die ene met die lepel er van bovenaf in en dan rechts.,,This is the one with the spoon in from the top and then to the right.,,,,16A-REP,True,659,1557959.0,1558330.0,371.0,1699780.0,1700110.0,330.0,right,right,right
17,01A,B,5.0,5_14,B,1.0,,,01A,,,1573545,1573938,393,A,6.0,6_15,A,1.0,,01A,,,,1734865,1735185,320,,Dit is weer die ene met die spijker bovenop erin,,This is again the one with the nail on top in it,,,01A,,True,En dan een soort spijker erin,,And then some kind of nail in it,,,01A,,,True,660,1573545.0,1573938.0,393.0,1734860.0,1735190.0,330.0,right,left,right_left
17,01B,B,5.0,5_14,B,1.0,,,01B,,,1576136,1577514,1378,A,6.0,6_15,A,1.0,,01B,,,,1730919,1731159,240,,en dan rechts dat donkere vierkante vlak.,,and then that dark square area on the right.,,,01B,01B,True,En dit is diegene met het vlakke stuk aan de rechterkant.,,And this is the one with the flat piece on the right.,,,01B-REP,,,True,661,1576136.0,1577514.0,1378.0,1730874.0,1731204.0,330.0,right,both,both
17,01C,B,5.0,5_14,B,1.0,,,01C,,,1578942,1579741,799,A,6.0,6_15,A,1.0,,01C,,,,1736192,1736854,662,,En links die twee dingetjes.,,And on the left those two dings.,,,01C,,True,en links ook weer twee van die kasteeltjes.,,"And to the left, again, two of those little castles.",,,01C,,,True,662,1578942.0,1579741.0,799.0,1736192.0,1736854.0,662.0,right,left,right_left
17,04B,A,5.0,5_15,A,4.0,,04B,,,,1587343,1587964,621,B,6.0,6_4,B,4.0,,,04B,,,1635030,1635354,324,,,,,,04B,,,True,,en rechts die twee dezelfde.,,And on the right those two same.,,,,04B,True,663,1587343.0,1587964.0,621.0,1635027.0,1635357.0,330.0,right,right,right
